OBJECTID,Id,grid_code,YEAR,Shapearea,Shapelen
1,9,137914590,2040,40.779353875,26.3113729228823
2,24,137914590,2040,20.4053014,18.1620196961141
3,52,137914590,2040,40.86493125,26.3470409913969
4,53,137914590,2040,20.43272344,18.1727624088873
5,54,137914590,2040,20.437321155,18.1745633951063
6,68,137914590,2040,81.85247835,46.3655815570762
7,73,137914590,2040,20.4637828,18.1848657142302
8,79,137914590,2040,20.46419532,18.1850265453231
9,82,137914590,2040,5464.066447235,819.292832068836
10,86,137914590,2040,61.395284975,38.1780968900585
11,93,137914590,2040,40.9299376,26.3743380375035
12,107,137914590,2040,20.46634649,18.1858315412146
13,108,137914590,2040,20.46719196,18.1862256334033
14,109,137914590,2040,20.466053665,18.185712267562
15,111,137914590,2040,40.93267713,28.1819179844197
16,112,137914590,2040,40.933111835,26.3756726935365
17,124,137914590,2040,81.883752685,44.5668847056084
18,125,137914590,2040,40.940891985,28.1836205818501
19,127,137914590,2040,40.94189085,28.1838204319387
20,128,137914590,2040,40.9414365,26.3790701453224
21,134,137914590,2040,20.47372124,18.1887874879254
22,139,137914590,2040,368.539374805,125.520306397353
23,143,137914590,2040,675.68775489,213.845424466938
24,144,137914590,2040,81.90997907,46.3769572428943
25,145,137914590,2040,20.48396619,18.1929691058076
26,146,137914590,2040,40.97414216,26.3919023862121
27,147,137914590,2040,40.973908515,26.391806385522
28,148,137914590,2040,20.48706128,18.1941916996832
29,149,137914590,2040,20.48766782,18.1944386371683
30,150,137914590,2040,61.46558824,34.59131390682
31,152,137914590,2040,20.488639645,18.1948461857397
32,153,137914590,2040,163.91647183,75.5859979426779
33,156,137914590,2040,20.49581304,18.197692929774
34,158,137914590,2040,20.499554355,18.199158720345
35,160,137914590,2040,41.01108142,26.4071291686237
36,172,137914590,2040,20.503937085,18.2007008843673
37,186,137914590,2040,20.51113308,18.2034753825001
38,223,137914590,2040,20.565842615,18.2253496330014
39,224,137914590,2040,20.5721715,18.2278662854489
40,225,137914590,2040,20.5721715,18.2278662854489
41,226,137914590,2040,20.5721715,18.2278662854489
42,227,137914590,2040,102.86365286,56.4448133655389
43,228,137914590,2040,20.57899602,18.2305291845013
44,230,137914590,2040,20.61713184,18.2457391016033
45,231,137914590,2040,20.617406845,18.245849800793
46,249,137914590,2040,20.6515303,18.2595246878571
47,250,137914590,2040,20.65209568,18.2597534816042
48,251,137914590,2040,20.652337885,18.2598497988986
49,256,137914590,2040,20.67035129,18.26663698246
50,279,137914590,2040,20.66589687,18.2643050840452
51,280,137914590,2040,20.666140705,18.2644022568312
52,281,137914590,2040,20.665671545,18.2641967587481
53,282,137914590,2040,82.66443458,46.5167824705808
54,283,137914590,2040,20.665671545,18.2641967587481
55,284,137914590,2040,20.66572705,18.2642023345954
56,285,137914590,2040,20.665926915,18.2642995082469
57,286,137914590,2040,41.332066425,28.2523857909024
58,287,137914590,2040,20.66572705,18.2642023345954
59,288,137914590,2040,20.666140705,18.2644022568312
60,289,137914590,2040,123.99677031,64.7811958804121
61,290,137914590,2040,20.66597088,18.2642995073256
62,291,137914590,2040,20.66639608,18.2645050062627
63,321,137914590,2040,41.33532368,28.2531703599614
64,353,137914590,2040,2666.14304909,696.377485022062
65,354,137914590,2040,62.00347069,34.8189659244228
66,360,137914590,2040,413.3587758,165.818057817463
67,377,137914590,2040,909.38903797,351.613526608469
68,381,137914590,2040,20.6680841,18.2651886866794
69,386,137914590,2040,41.33598698,28.2532281846665
70,388,137914590,2040,165.343085555,73.0604745086819
71,393,137914590,2040,20.667719315,18.265018763918
72,499,137914590,2040,41.337869775,28.2535887726695
73,517,137914590,2040,41.343101755,28.2546725793891
74,529,137914590,2040,20.66488694,18.2636160178009
75,531,137914590,2040,61.9945642,34.8181010590664
76,538,137914590,2040,1405.228836525,502.571126106202
77,539,137914590,2040,247.982925865,106.164661228125
78,541,137914590,2040,61.9954692,36.5275144358622
79,571,137914590,2040,413.322663845,144.404243371472
80,572,137914590,2040,20.66610501,18.2640833870358
81,1245,137914590,2040,41.446988285,28.2703501975863
82,1440,137914590,2040,20.725238625,18.2873473276825
83,1445,137914590,2040,269.429658785,89.7568782267823
84,1476,137914590,2040,20.72568634,18.2875431843999
85,1486,137914590,2040,41.45124434,28.2712683330948
86,1494,137914590,2040,103.62665982,58.2223868781818
87,1498,137914590,2040,41.45100971,28.2711581721537
88,1499,137914590,2040,62.17665896,38.254940509203
89,1504,137914590,2040,82.90242265,48.238796351597
90,1509,137914590,2040,518.139641075,211.242267235865
91,1534,137914590,2040,124.354084825,64.8462525418366
92,1536,137914590,2040,41.45224251,28.2714682915717
93,1551,137914590,2040,82.903067515,48.2387106274837
94,1553,137914590,2040,82.90445661,36.5753965587541
95,1558,137914590,2040,62.17815621,38.2551404676799
96,1559,137914590,2040,41.45249235,28.2715541737871
97,1562,137914590,2040,41.45248383,28.2715500701399
98,1579,137914590,2040,62.17915557,36.5755924151672
99,1595,137914590,2040,20.7259137,18.2875961569743
100,1604,137914590,2040,20.726361485,18.2877920427868
101,1607,137914590,2040,352.350078015,116.351536452196
102,1608,137914590,2040,20.72643072,18.2878410710749
103,1614,137914590,2040,207.265977575,83.135252743364
104,1618,137914590,2040,891.24606276,151.248070288625
105,1624,137914590,2040,2507.93243292,712.760186456252
106,1630,137914590,2040,62.182742545,36.5766758261756
107,1650,137914590,2040,8021.54364059,924.210249692015
108,1673,137914590,2040,103.637376815,53.1855091584127
109,1699,137914590,2040,41.455102825,26.5927566236213
110,1710,137914590,2040,20.727720705,18.2883225441563
111,1711,137914590,2040,20.7280985,18.2885061642578
112,1713,137914590,2040,41.45534388,26.5928545584215
113,1714,137914590,2040,41.45560191,26.5929565818513
114,1724,137914590,2040,20.72782608,18.2883959909066
115,1730,137914590,2040,20.727613425,18.2882939754217
116,1739,137914590,2040,41.45716214,26.5934839552934
117,1740,137914590,2040,20.728104055,18.2884898613459
118,1747,137914590,2040,41.457572015,26.5937282086637
119,1753,137914590,2040,62.18802441,36.5779309432598
120,1759,137914590,2040,20.72945785,18.2890367226072
121,1771,137914590,2040,20.72998761,18.2892418706106
122,1772,137914590,2040,20.73035094,18.2894004156445
123,1783,137914590,2040,62.18956996,36.5782733469225
124,1830,137914590,2040,20.738538885,18.2923651319846
125,1843,137914590,2040,124.456518655,54.8819237233305
126,1851,137914590,2040,20.745526935,18.2950315058426
127,2066,137914590,2040,20.75219106,18.2977091497858
128,2067,137914590,2040,62.25640573,36.5953197145177
129,2068,137914590,2040,20.75197966,18.2976077540272
130,2074,137914590,2040,41.50591076,26.6148419842177
131,2075,137914590,2040,83.011177315,44.9126609798943
