OBJECTID,BEGIN_MP,END_MP,ROW_OWNER,FREIGHT_OP,SUBDIVISIO,SHRTLN_NAM,SHRTLN_COD,PASS_OP,PASS_NETWO,COMM_OP,COMM_NETWO,RECR_OP,RECR_NETWO,STATUS,RR_CLSS,TRK_CLSS,PASS_SPEED,FRT_SPEED,FRT_DNS,NUM_TRACK,STRACNET,CR63,SHAPE_LENG,SHAPE_Length
1,976,982.2,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,9901.03006313,12331.8803691525
2,986.3,987.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",1607.47810964,2005.02422038367
3,987.3,988.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",1665.81594917,2078.21270664246
4,988.3,989.5,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",1618.94773385,2020.1722460038
5,989.5,993,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",5627.79306932,7025.41742741087
6,993,994.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,30,30,5,2,S,"2MT,CTC",2479.70669098,3096.95036249014
7,994.3,994.9,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,40,5,2, ,"2MT,CTC",1134.4029985,1416.42597740664
8,888,889.2,BNSF,"BNSF,SJVR",Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",1646.89836377,2019.53719302822
9,889.2,889.7,BNSF,"BNSF,SJVR",Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",1673.30651094,2052.51030455134
10,889.7,891.1,BNSF,"BNSF,SJVR",Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,5,2,S,"2MT,CTC",1157.33175685,1419.48183652672
11,891.1,892.5,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,5,2,S,"2MT,CTC",2599.84625103,3188.30669053425
12,892.5,895.7,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,5152.45105034,6324.37926879871
13,895.7,897.7,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,3211.80241924,3945.10048931102
14,897.7,899.5,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,3425.8713543,4209.1406500307
15,899.5,905.4,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,9163.22173822,11263.7839938745
16,905.4,910.5,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,8546.89544856,10515.2652092889
17,910.5,913,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,3983.23732958,4907.81050852956
18,913,914,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,1681.12766398,2072.02304541233
19,914,919.2,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,8067.26985438,9948.2392501172
20,919.2,921.2,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,3222.9086073,3976.76259863141
21,921.2,924.6,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,5816.63500184,7179.72976549447
22,924.6,932.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,12077.349437,14920.4812155101
23,932.3,936,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,6257.97487855,7735.91523923496
24,936,942.1,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,10025.3208754,12402.6256587432
25,942.1,945.9,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,6119.70157931,7576.71801695125
26,945.9,950.9,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,7838.41282023,9711.11371810108
27,950.9,960.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,14572.0713621,18072.9938549354
28,960.3,964,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,6579.38670338,8171.48980869794
29,964,965.6,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,2435.99054209,3027.13751140861
30,965.6,967.2,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,2852.68342371,3545.89018135595
31,967.2,967.7,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,45,45,5,2,S,"2MT,CTC",835.52444255,1038.75569530586
32,967.7,967.9,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,45,45,5,2,S,"2MT,CTC",247.61768774,307.862060192238
33,967.9,969,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,45,45,5,2,S,"2MT,CTC",1770.93666146,2201.57234820969
34,969,970.1,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,3,45,45,5,2,S,"2MT,CTC",1913.71276902,2379.90704647458
35,970.1,973.2,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,2,S,"2MT,CTC",4871.99505851,6061.71086393685
36,973.2,976,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,4397.57405152,5471.93417528267
37,982.2,985.6,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,5586.57657649,6964.06081805262
38,985.6,986.3,BNSF,BNSF,Bakersfield, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,5,1,S,CTC,1168.27688614,1456.98123322393
39,1041.5,1047.3,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,9403.55808934,11824.8147551068
40,1047.3,1050.7,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,5468.99020598,6878.2165141192
41,1050.7,1052.1,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,2245.77603911,2824.08452870854
42,1052.1,1055.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,5621.51418334,7069.45647012641
43,1055.6,1058,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,60,4,1,S,CTC,3845.20573715,4837.0526115852
44,1058,1059.1,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,1773.39295054,2231.44478854549
45,1059.1,1062.9,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,6112.16626462,7693.75539092277
46,1062.9,1065.4,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,4015.8153521,5056.82671665156
47,1065.4,1071.7,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,10063.454009,12680.0024984928
48,1071.7,1079.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,12712.6643898,16032.7536567671
49,1079.6,1083,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,5483.78777242,6922.44143655367
50,1083,1085.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,4504.32555065,5688.66497602975
51,1085.8,1089.2,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,5711.50245323,7216.48796278054
52,1089.2,1091.4,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",3303.00013491,4176.88534525649
53,1091.4,1092.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,2257.53401291,2855.65426658412
54,1092.8,1095.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,4489.20911339,5680.648589887
55,1095.6,1098.5,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,4665.88813488,5907.45314939211
56,1098.5,1101.1,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",4181.23815546,5294.15392229326
57,1101.1,1102.9,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",2910.13439862,3685.58321890591
58,1102.9,1109.6,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,10768.3298577,13643.8048886449
59,1109.6,1111.9,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,3688.098628,4675.27597420429
60,1111.9,1114.8,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,4654.69285672,5902.34068128161
61,1114.8,1116.1,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,2083.76450721,2643.00731778146
62,1116.1,1117.6,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",2403.19674397,3048.60932116527
63,1117.6,1119.7,BNSF,"BNSF,UP,CCT",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",3374.38386145,4281.37736417729
64,1120.7,1121.4,BNSF,"BNSF,CCT",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,30,30,4,2,S,"2MT,CTC",863.8369329,1095.77535325241
65,1122.2,1125,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,3,1,S,CTC,3119.0026818,3956.06188484092
66,1125,1126.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,2571.96349815,3261.94083280728
67,1126.6,1128.9,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,3688.88081133,4678.36598235637
68,1128.9,1133.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,2,S,"2MT,CTC",7546.93543572,9571.5407484483
69,1133.6,1134.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,50,50,3,1,S,CTC,1919.23911464,2434.21329521591
70,1134.8,1136.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,3205.10132789,4065.13108876603
71,1136.8,1139.2,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,3843.28182232,4874.55717458617
72,1139.2,1142.4,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,2,S,"2MT,CTC",5138.96738923,6520.17881045444
73,1142.4,1146.4,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,2,S,"2MT,CTC",6421.19579907,8152.04101665675
74,1147.6,1149.2,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,2589.39551736,3287.51077132264
75,1150.3,1151.9,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,2561.038569,3251.54570849896
76,1151.9,1155.3,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,60,3,1,S,CTC,5456.46662856,6928.13290332399
77,1155.8,1163.5,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,13742.196927,17453.4478099939
78,996.7,997.4,BNSF,"BNSF,SJVR",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,35,4,2,S,"2MT,CTC",518.92364873,648.399097760559
79,997.4,998.1,BNSF,"BNSF,SJVR",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,35,4,2,S,"2MT,CTC",986.89703664,1233.19299747715
80,1119.7,1120.5,BNSF,"BNSF,UP,CCT",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,4,2,S,"2MT,CTC",1281.34721702,1625.61553352991
81,1120.5,1120.7,BNSF,"BNSF,UP,CCT",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,4,2,S,"2MT,CTC",1562.85106302,1982.59904866535
82,1121.4,1122.2,BNSF,"BNSF,CCT",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,60,55,3,2,S,"2MT,CTC",1669.21217157,2117.31587318768
83,1146.4,1147.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,1932.52606399,2453.41798740166
84,1149.2,1149.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,961.17930583,1220.28143580446
85,1149.8,1150.3,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,810.42980876,1028.87663434383
86,1155.3,1155.8,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,806.89271806,1024.62790816774
87,994.9,996.7,BNSF,"BNSF,SJVR",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,40,5,2,S,"2MT,CTC",2290.34402302,2859.99861842472
88,886.9,887.5,BNSF,"BNSF,SJVR",Mojave, , ,Amtrak,San Joaquin, , , , ,1,I,2,20,20,5,2,S,"DT,ABS",959.81220273,1177.00321211733
89,887.5,888,BNSF,"BNSF,SJVR",Mojave, , ,Amtrak,San Joaquin, , , , ,1,I,2,20,20,5,2,S,"2MT,CTC",609.27604939,747.13481893261
90,998.1,999.7,BNSF,"BNSF,SJVR",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,35,4,1,S,CTC,3733.06949779,4664.75489854018
91,999.7,1005,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,3,35,30,4,1,S,CTC,7376.71861038,9220.19916852507
92,1005,1011.3,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,10133.3683363,12672.5557876046
93,1011.3,1014.7,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,5491.77862076,6874.27028804318
94,1014.7,1019.6,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,7893.20508829,9886.49841819696
95,1019.6,1025.4,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,9338.68493454,11704.914300898
96,1025.4,1031.1,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,9164.60322523,11499.1071180875
97,1031.1,1041.5,BNSF,BNSF,Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,4,1,S,CTC,16740.3493906,21030.051594519
98,6.3,6.4,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,25,15,2,2,S,"2MT,CTC",274.55825501,347.636831581883
99,39,41.8,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,40,6,2,S,"2MT,CTC",4287.43344107,5489.14082719553
100,55,59.2,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,6953.24884443,8876.52409611939
101,0,0,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,2,25,25,6,2,S,"2MT,CTC",660.77357881,845.553542008178
102,41.8,43,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,2,S,"2MT,CTC",2925.18557422,3744.3009415903
103,43,44.7,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,1916.97906956,2453.38690951359
104,44.7,47.6,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,4548.34415676,5818.77971870201
105,47.6,52.1,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,7043.9038982,9005.0840886939
106,52.1,55,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,2,S,"2MT,CTC",4837.56501634,6180.01925718569
107,59.2,62.2,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,2,S,"2MT,CTC",4930.992599,6290.42661150789
108,62.2,63.3,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,1048.06970629,1336.53704572936
109,63.3,68.1,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,8143.914428,10379.6988076629
110,68.1,69.8,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,2962.43479252,3773.22916723674
111,69.8,71.9,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,70,65,6,1,S,CTC,3336.32439869,4248.15829241067
112,71.9,73.3,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,2209.57359811,2812.52185783814
113,73.3,74.8,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,2591.49281241,3297.68053200618
114,74.8,76.9,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,3245.56699359,4128.50392036517
115,76.9,80,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,1,S,CTC,4878.89809951,6203.06830351446
116,80,82.3,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,2,S,"2MT,CTC",3614.48244892,4593.08195976045
117,82.3,83,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,6,2,S,"2MT,CTC",961.67464592,1221.69709427065
118,83,84,UP,UP,Fresno, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,40,6,2,S,"2MT,CTC",2009.62187203,2552.44045363549
119,84.5,84.7,UP,UP,Fresno, , ,Amtrak,San Joaquin,SJRRC,ACE, , ,1,I,3,40,40,6,2,S,"2MT,CTC",240.01258074,304.768277687027
120,84.2,84.5,UP,UP,Fresno, , ,Amtrak,San Joaquin,SJRRC,ACE, , ,1,I,3,40,40,6,2,S,"2MT,CTC",384.93447728,488.800617780241
121,84,84.2,UP,UP,Fresno, , ,Amtrak,San Joaquin,SJRRC,ACE, , ,1,I,3,40,40,6,2,S,"2MT,CTC",495.49312643,629.231613342858
122,31.7,31.8,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,40,30,4,3,S,"3MT,CTC",166.89098503,211.906599017971
123,31,31.7,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,40,30,4,3,S,"3MT,CTC",826.50543075,1049.48594957602
124,31.8,32,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,45,30,4,3,S,"3MT,CTC",460.49050631,584.796454681582
125,2.2,3.2,UP,"UP,BNSF",Martinez, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",1509.80008353,1912.95688730473
126,3.2,3.7,UP,"UP,BNSF",Martinez, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",246.40374413,312.339577376593
127,3.7,4.3,UP,"UP,BNSF",Martinez, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",1207.21282091,1530.5211811578
128,4.3,4.5,UP,"UP,BNSF",Martinez, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",564.46832754,715.698532129738
129,4.5,4.7,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",210.03429563,266.31298300542
130,4.7,5.2,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",816.97461458,1035.94091005474
131,5.2,6.2,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",2058.67120795,2610.87048348161
132,6.2,9.4,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",6439.65004514,8169.79946912588
133,9.4,12,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",2721.85059186,3453.45118172845
134,12,15.3,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",5303.15910764,6734.87443990096
135,15.3,20.4,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,4,79,70,4,2,S,"2MT,CTC",8220.84119928,10440.2125595261
136,20.4,20.8,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,43,30,4,2,S,"2MT,CTC",789.79351463,1003.39493576765
137,20.8,26,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,43,30,4,2,S,"2MT,CTC",8186.92050924,10402.9732532855
138,26,27.5,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,40,30,4,2,S,"2MT,CTC",2220.99267886,2821.53772429449
139,27.5,30.1,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,30,4,2,S,"2MT,CTC",4387.74490962,5575.79341580211
140,30.1,31,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,40,30,4,2,S,"2MT,CTC",1489.73298794,1892.01302120034
141,88.8,88.9,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,20,20,3,2,S,"2MT,CTC",121.8096013,155.852308553164
142,88.9,90.2,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,20,20,3,2,S,"2MT,CTC",2048.07362833,2621.02933504223
143,90.2,90.6,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,San Joaquin", , , , ,1,I,3,35,35,6,2,S,"2MT,CTC",584.08724768,747.365511664839
144,90.6,91.7,UP,"UP,BNSF",Martinez, , ,Amtrak,"California Zephyr,Capitol Corridor,San Joaquin", , , , ,1,I,3,35,35,6,3,S,"3MT,CTC",1735.06359776,2219.99041931714
145,4.6,5.2,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",1066.77063365,1351.42524926174
146,6.4,6.8,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,25,15,2,2,S,"2MT,CTC",733.38271754,928.580527785557
147,6.8,7,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,25,15,2,2,S,"2MT,CTC",231.51277719,293.12633872102
148,5.8,6.3,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,2,2,S,"2MT,CTC",615.30071877,779.009477720412
149,5.2,5.8,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",694.8068977,879.689233406516
150,4.2,4.6,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",429.92343928,544.844854527977
151,36,38.1,UP,UP,Tracy, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,60,1,1,S,CTC,3516.95422971,4466.23404917786
152,38.1,41.3,UP,UP,Tracy, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,60,1,1,S,CTC,4477.41962205,5687.12545624433
153,34.7,36,UP,UP,Tracy, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,30,1,2,S,"2MT,CTC",1584.39658809,2012.08779803326
154,34.5,34.7,UP,UP,Tracy, , ,Amtrak,San Joaquin, , , , ,1,I,3,40,30,1,2,S,"2MT,CTC",484.18486514,614.870592359813
155,1163.5,1164,BNSF,"BNSF,UP",Stockton, , ,Amtrak,San Joaquin, , , , ,1,I,4,79,70,3,1,S,CTC,632.14118632,802.965915771831
